cycle,timestamp,elapsed_sec,robot_x,robot_y,heading_deg,vx_mps,vy_mps,omega_dps,speed_mps,state,entry_trench,return_trench,raw_detections,target_valid,tracked_fuel,confirmed_fuel,cluster_count,best_cluster_x,best_cluster_y,best_cluster_score,best_cluster_n,best_cluster_conf,corridor_length,corridor_progress,corridor_lateral_offset,dist_to_corridor_end,guide_point_count,guide_points_detail,corridor_score,max_curvature,avg_curvature,curvature_deriv,heading_rate_change,candidates_accepted,candidates_rejected,rejection_reasons,fuel_ahead_of_progress,marginal_gain,should_return,sim_balls_remaining,active_command,event,clusters_detail,fuel_positions
295,61.496,5.88,7.451,0.615,2.4,-2.41,-0.04,-6.4,2.41,COMMIT_RETURN,RIGHT,LEFT,25,true,29,27,5,8.95,1.11,5.57,5,35.6,6.46,1.000,0.20,0.68,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.9,1.1)s=5.57 n=5 c=36|#1(10.4,1.1)s=5.34 n=5 c=40|#2(11.4,1.6)s=4.93 n=14 c=40|#3(10.3,2.3)s=2.69 n=2 c=16|#4(11.6,2.7)s=2.19 n=1 c=40","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c18|(9.1,1.1)c40|(10.3,0.6)c40|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.8)c40|(11.1,1.0)c39|(11.7,0.7)c40|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c40|(11.4,1.7)c40|(11.3,1.6)c40|(11.9,1.7)c40|(11.1,1.0)c40|(11.2,2.3)c40|(11.8,1.9)c40|(11.2,2.0)c40|(11.8,1.9)c40|(11.5,2.4)c40|(11.6,2.7)c40|(10.3,2.3)c17|(10.4,2.4)c14"
300,61.596,5.98,7.197,0.600,1.4,-2.67,-0.05,-14.2,2.67,COMMIT_RETURN,RIGHT,LEFT,27,true,29,28,5,8.95,1.11,5.52,5,37.8,6.46,1.000,0.44,0.85,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.9,1.1)s=5.52 n=5 c=38|#1(10.4,1.1)s=5.30 n=5 c=40|#2(11.4,1.6)s=4.90 n=14 c=40|#3(10.3,2.3)s=3.40 n=3 c=26|#4(11.6,2.7)s=2.17 n=1 c=40","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c29|(9.1,1.1)c40|(10.3,0.6)c40|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c40|(11.1,1.0)c39|(11.7,0.7)c40|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c40|(11.4,1.7)c40|(11.3,1.6)c40|(11.9,1.7)c40|(11.1,1.0)c39|(11.2,2.3)c40|(11.8,1.9)c40|(11.2,2.0)c40|(11.7,1.9)c40|(11.5,2.4)c40|(11.6,2.7)c40|(10.2,2.3)c32|(10.3,2.3)c29|(10.4,2.4)c17"
305,61.696,6.08,6.923,0.587,0.3,-2.79,-0.13,-5.7,2.80,COMMIT_RETURN,RIGHT,LEFT,26,true,31,30,5,8.99,1.24,5.32,6,35.0,6.46,1.000,0.70,1.07,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(9.0,1.2)s=5.32 n=6 c=35|#1(10.4,1.1)s=5.26 n=5 c=40|#2(11.4,1.6)s=4.87 n=14 c=40|#3(10.2,2.4)s=4.03 n=4 c=32|#4(11.6,2.7)s=2.11 n=1 c=37","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c10|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c40|(11.1,1.0)c40|(11.7,0.7)c40|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c40|(11.4,1.7)c40|(11.3,1.6)c40|(11.9,1.7)c37|(11.1,1.0)c38|(11.2,2.3)c40|(11.8,1.9)c39|(11.2,2.0)c40|(11.7,1.9)c39|(11.5,2.4)c40|(11.6,2.7)c37|(10.2,2.3)c40|(10.3,2.3)c40|(10.4,2.4)c32|(10.2,2.4)c14"
310,61.795,6.18,6.636,0.572,-0.0,-2.93,-0.15,-1.0,2.93,COMMIT_RETURN,RIGHT,LEFT,25,true,32,31,5,10.37,1.07,5.23,5,40.0,6.46,1.000,0.98,1.32,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.23 n=5 c=40|#1(9.0,1.3)s=5.20 n=7 c=35|#2(11.4,1.6)s=4.83 n=14 c=38|#3(10.2,2.4)s=4.08 n=4 c=37|#4(11.6,2.7)s=2.03 n=1 c=32","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c25|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c40|(11.1,1.0)c40|(11.7,0.7)c39|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c40|(11.4,1.7)c40|(11.3,1.6)c40|(11.9,1.7)c32|(11.1,1.0)c39|(11.2,2.3)c40|(11.8,1.9)c34|(11.2,2.0)c40|(11.7,1.9)c34|(11.5,2.4)c35|(11.6,2.7)c32|(10.2,2.3)c40|(10.3,2.3)c40|(10.4,2.4)c40|(10.2,2.4)c29|+1more"
315,61.895,6.28,6.341,0.560,-0.0,-2.99,-0.10,0.1,2.99,COMMIT_RETURN,RIGHT,LEFT,21,true,33,32,5,10.37,1.07,5.19,5,40.0,6.46,1.000,1.26,1.59,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.19 n=5 c=40|#1(9.1,1.4)s=5.12 n=8 c=38|#2(11.4,1.6)s=4.77 n=14 c=36|#3(10.2,2.4)s=4.08 n=4 c=40|#4(11.6,2.7)s=1.94 n=1 c=27","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c40|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c39|(11.1,1.0)c40|(11.7,0.7)c34|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c40|(11.4,1.7)c36|(11.3,1.6)c39|(11.9,1.7)c27|(11.1,1.0)c39|(11.2,2.3)c37|(11.8,1.9)c29|(11.2,2.0)c39|(11.7,1.9)c29|(11.5,2.4)c30|(11.6,2.7)c27|(10.2,2.3)c40|(10.2,2.3)c40|(10.4,2.4)c40|(10.2,2.5)c40|+2more"
320,61.996,6.38,6.041,0.554,-0.0,-2.99,-0.04,0.2,2.99,COMMIT_RETURN,RIGHT,LEFT,23,true,37,35,5,10.37,1.07,5.16,5,40.0,6.46,1.000,1.55,1.87,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.16 n=5 c=40|#1(9.0,1.5)s=5.00 n=10 c=35|#2(11.4,1.6)s=4.70 n=14 c=31|#3(10.2,2.4)s=4.61 n=5 c=37|#4(11.6,2.7)s=1.86 n=1 c=22","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c40|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c34|(11.1,1.0)c38|(11.7,0.7)c29|(10.9,1.5)c40|(10.7,1.7)c40|(11.2,1.4)c35|(11.4,1.7)c31|(11.3,1.6)c34|(11.9,1.7)c22|(11.1,1.0)c37|(11.2,2.3)c32|(11.8,1.9)c24|(11.2,2.0)c34|(11.7,1.9)c24|(11.5,2.4)c25|(11.6,2.7)c22|(10.1,2.3)c40|(10.2,2.3)c40|(10.4,2.4)c40|(10.2,2.5)c40|+5more"
325,62.096,6.48,5.743,0.555,0.0,-2.97,0.03,0.8,2.98,COMMIT_RETURN,RIGHT,LEFT,22,true,38,37,5,10.37,1.07,5.13,5,39.6,6.46,1.000,1.84,2.16,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.13 n=5 c=40|#1(9.0,1.6)s=4.92 n=12 c=35|#2(10.2,2.4)s=4.62 n=5 c=40|#3(11.4,1.6)s=4.61 n=14 c=26|#4(11.6,2.7)s=1.78 n=1 c=17","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c40|(10.5,1.0)c40|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c29|(11.1,1.0)c33|(11.7,0.7)c24|(10.9,1.5)c35|(10.7,1.7)c38|(11.2,1.4)c30|(11.4,1.7)c26|(11.3,1.6)c29|(11.9,1.7)c17|(11.1,1.0)c32|(11.2,2.3)c27|(11.8,1.9)c19|(11.2,2.0)c29|(11.7,1.9)c19|(11.5,2.4)c20|(11.6,2.7)c17|(10.1,2.3)c40|(10.2,2.3)c40|(10.4,2.4)c40|(10.2,2.6)c40|+7more"
330,62.195,6.58,5.455,0.565,0.1,-2.79,0.13,0.2,2.80,COMMIT_RETURN,RIGHT,LEFT,21,true,43,41,6,10.37,1.07,5.09,5,38.2,6.46,1.000,2.12,2.43,0,"",1.00,0.000,0.000,0.000,0.0,0,6,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.09 n=5 c=38|#1(8.9,1.7)s=4.86 n=15 c=35|#2(10.2,2.4)s=4.56 n=5 c=37|#3(11.4,1.6)s=4.53 n=14 c=21|#4(6.8,1.2)s=2.92 n=1 c=17|#5(11.6,2.7)s=1.71 n=1 c=12","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c40|(9.2,1.9)c40|(10.5,1.0)c38|(9.9,1.3)c40|(10.4,0.8)c40|(11.4,0.7)c24|(11.1,1.0)c28|(11.7,0.7)c19|(10.9,1.5)c30|(10.7,1.7)c33|(11.2,1.4)c25|(11.4,1.7)c21|(11.3,1.6)c24|(11.9,1.7)c12|(11.1,1.0)c27|(11.2,2.3)c22|(11.8,1.9)c14|(11.2,2.0)c24|(11.7,1.9)c14|(11.5,2.4)c15|(11.6,2.7)c12|(10.1,2.3)c40|(10.2,2.3)c38|(10.4,2.4)c35|(10.2,2.6)c35|+11more"
335,62.296,6.68,5.183,0.580,0.1,-2.59,0.16,-0.1,2.59,COMMIT_RETURN,RIGHT,LEFT,21,true,47,41,6,10.37,1.07,5.02,5,34.8,6.46,1.000,2.39,2.69,0,"",1.00,0.000,0.000,0.000,0.0,0,6,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(10.4,1.1)s=5.02 n=5 c=35|#1(8.8,1.9)s=4.77 n=19 c=34|#2(11.3,1.2)s=4.67 n=8 c=20|#3(10.2,2.4)s=4.48 n=5 c=32|#4(11.3,2.2)s=3.05 n=3 c=15|#5(6.8,1.2)s=3.03 n=1 c=32","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c37|(9.2,1.9)c40|(10.5,1.0)c33|(9.9,1.3)c40|(10.4,0.8)c36|(11.4,0.7)c19|(11.1,1.0)c23|(11.7,0.7)c14|(10.9,1.5)c25|(10.7,1.7)c28|(11.2,1.4)c20|(11.4,1.7)c16|(11.3,1.6)c19|(11.1,1.0)c22|(11.2,2.3)c17|(11.2,2.0)c19|(11.5,2.4)c10|(10.1,2.3)c35|(10.2,2.3)c33|(10.4,2.4)c30|(10.2,2.6)c30|(9.3,2.1)c40|(9.2,2.0)c36|(10.2,2.4)c33|(8.8,2.0)c40|+11more"
340,62.396,6.78,4.937,0.595,0.1,-2.40,0.15,-0.4,2.40,COMMIT_RETURN,RIGHT,LEFT,21,true,47,41,5,8.82,1.86,4.80,18,38.1,6.46,1.000,2.63,2.93,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.8,1.9)s=4.80 n=18 c=38|#1(10.3,0.9)s=4.50 n=4 c=33|#2(11.1,1.5)s=4.47 n=10 c=16|#3(10.1,2.4)s=4.45 n=6 c=29|#4(6.8,1.4)s=3.91 n=3 c=25","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c32|(9.2,1.9)c40|(10.5,1.0)c28|(9.9,1.3)c39|(10.4,0.8)c31|(11.4,0.7)c14|(11.1,1.0)c18|(10.9,1.5)c20|(10.7,1.7)c23|(11.2,1.4)c15|(11.4,1.7)c11|(11.3,1.6)c14|(11.1,1.0)c17|(11.2,2.3)c12|(11.2,2.0)c14|(10.1,2.3)c30|(10.2,2.3)c28|(10.4,2.4)c25|(10.2,2.6)c25|(9.3,2.1)c40|(9.2,2.0)c31|(10.2,2.4)c28|(8.8,2.0)c40|(8.3,2.0)c40|(9.0,2.3)c40|+11more"
345,62.495,6.88,4.707,0.608,0.0,-2.22,0.12,-0.3,2.22,COMMIT_RETURN,RIGHT,LEFT,24,true,45,37,4,8.82,1.86,4.79,18,39.2,6.46,1.000,2.86,3.15,0,"",1.00,0.000,0.000,0.000,0.0,0,4,"behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.8,1.9)s=4.79 n=18 c=39|#1(10.7,1.2)s=4.72 n=9 c=20|#2(6.8,1.5)s=4.52 n=4 c=30|#3(10.1,2.4)s=4.38 n=6 c=25","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c27|(9.2,1.9)c40|(10.5,1.0)c23|(9.9,1.3)c34|(10.4,0.8)c26|(11.1,1.0)c13|(10.9,1.5)c15|(10.7,1.7)c18|(11.2,1.4)c10|(11.1,1.0)c12|(10.1,2.3)c25|(10.2,2.3)c23|(10.4,2.4)c20|(10.2,2.6)c20|(9.3,2.1)c40|(9.2,2.0)c26|(10.2,2.4)c23|(8.8,2.0)c40|(8.3,2.0)c40|(9.0,2.3)c40|(9.0,2.2)c40|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c40|+7more"
350,62.595,6.98,4.494,0.618,0.0,-2.03,0.08,-0.6,2.03,COMMIT_RETURN,RIGHT,LEFT,23,true,45,35,4,8.78,1.90,4.75,19,38.1,6.46,1.000,3.07,3.36,0,"",1.00,0.000,0.000,0.000,0.0,0,4,"behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.8,1.9)s=4.75 n=19 c=38|#1(10.5,1.1)s=4.72 n=6 c=19|#2(6.8,1.5)s=4.58 n=4 c=38|#3(10.1,2.4)s=4.31 n=6 c=21","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c22|(9.2,1.9)c40|(10.5,1.0)c18|(9.9,1.3)c29|(10.4,0.8)c21|(10.9,1.5)c10|(10.7,1.7)c13|(10.1,2.3)c20|(10.2,2.3)c18|(10.4,2.4)c15|(10.2,2.6)c15|(9.3,2.1)c37|(9.2,2.0)c21|(10.2,2.4)c18|(8.8,2.0)c40|(8.3,2.1)c40|(9.0,2.3)c40|(9.0,2.2)c40|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c40|(8.8,2.4)c40|(8.7,2.4)c40|(8.4,2.4)c40|+5more"
355,62.695,7.08,4.302,0.624,-0.0,-1.82,0.05,-0.1,1.82,COMMIT_RETURN,RIGHT,LEFT,20,true,38,34,5,8.82,1.86,4.75,18,38.3,6.46,1.000,3.25,3.55,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(8.8,1.9)s=4.75 n=18 c=38|#1(6.8,1.5)s=4.57 n=4 c=40|#2(10.3,0.9)s=4.27 n=4 c=18|#3(10.1,2.4)s=4.24 n=6 c=16|#4(8.3,2.7)s=2.68 n=2 c=31","(8.4,0.9)c40|(9.2,0.7)c40|(9.1,1.3)c40|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c17|(9.2,1.9)c38|(10.5,1.0)c13|(9.9,1.3)c24|(10.4,0.8)c16|(10.1,2.3)c15|(10.2,2.3)c13|(10.4,2.4)c10|(10.2,2.6)c10|(9.3,2.1)c32|(9.2,2.0)c16|(10.2,2.4)c13|(8.8,2.0)c40|(8.3,2.1)c40|(9.0,2.3)c39|(9.0,2.2)c40|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c37|(8.8,2.5)c40|(8.8,2.4)c40|(8.4,2.4)c40|(8.5,2.4)c40|(6.6,1.6)c40|+4more"
360,62.795,7.18,4.129,0.627,-0.0,-1.61,0.02,0.0,1.61,COMMIT_RETURN,RIGHT,LEFT,19,true,37,31,5,6.81,1.63,4.99,5,34.2,6.46,1.000,3.42,3.72,0,"",1.00,0.000,0.000,0.000,0.0,0,5,"behind_progress|behind_progress|behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=4.99 n=5 c=34|#1(9.0,1.2)s=4.98 n=6 c=38|#2(8.4,2.4)s=4.60 n=8 c=37|#3(9.1,2.2)s=4.51 n=9 c=30|#4(10.2,0.9)s=3.64 n=3 c=14","(8.4,0.9)c40|(9.2,0.7)c36|(9.1,1.3)c39|(8.9,1.6)c40|(9.1,1.1)c40|(10.3,0.6)c12|(9.2,1.9)c33|(9.9,1.3)c19|(10.4,0.8)c11|(10.1,2.3)c10|(9.3,2.1)c27|(9.2,2.0)c11|(8.8,2.0)c40|(8.3,2.1)c40|(9.0,2.3)c34|(9.0,2.2)c37|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c32|(8.8,2.5)c40|(8.8,2.4)c40|(8.4,2.4)c40|(8.5,2.4)c40|(6.6,1.6)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c38|(8.4,3.1)c17|+1more"
365,62.895,7.28,3.979,0.628,-0.0,-1.40,-0.01,-0.2,1.40,COMMIT_RETURN,RIGHT,LEFT,12,true,34,27,3,6.81,1.63,5.01,5,37.2,6.46,1.000,3.57,3.86,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=5.01 n=5 c=37|#1(9.1,1.5)s=4.75 n=10 c=31|#2(8.5,2.4)s=4.57 n=12 c=36","(8.4,0.9)c40|(9.2,0.7)c31|(9.1,1.3)c34|(8.9,1.6)c38|(9.1,1.1)c36|(9.2,1.9)c28|(9.9,1.3)c14|(9.3,2.1)c22|(8.8,2.0)c39|(8.3,2.1)c40|(9.0,2.3)c29|(9.0,2.2)c32|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c27|(8.8,2.5)c35|(8.8,2.4)c36|(8.4,2.4)c40|(8.5,2.4)c40|(6.6,1.6)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c39|(8.4,3.1)c20|(7.0,2.2)c26"
370,62.996,7.38,3.849,0.627,-0.1,-1.22,-0.02,-0.2,1.22,COMMIT_RETURN,RIGHT,LEFT,11,true,30,26,3,6.80,1.63,5.02,5,40.0,6.46,1.000,3.69,3.99,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=5.02 n=5 c=40|#1(8.8,1.9)s=4.62 n=18 c=31|#2(8.3,2.8)s=3.21 n=3 c=30","(8.4,0.9)c40|(9.2,0.7)c26|(9.1,1.3)c29|(8.9,1.6)c33|(9.1,1.1)c31|(9.2,1.9)c23|(9.3,2.1)c17|(8.8,2.0)c34|(8.3,2.1)c40|(9.0,2.3)c24|(9.0,2.2)c27|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c22|(8.8,2.5)c30|(8.8,2.4)c31|(8.4,2.4)c40|(8.5,2.4)c39|(6.6,1.6)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c34|(8.4,3.1)c15|(7.0,2.2)c40"
375,63.096,7.48,3.736,0.625,-0.1,-1.01,-0.03,-0.1,1.01,COMMIT_RETURN,RIGHT,LEFT,11,true,27,26,3,6.80,1.63,5.01,5,40.0,6.46,1.000,3.80,4.10,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=5.01 n=5 c=40|#1(8.8,1.9)s=4.57 n=18 c=28|#2(8.3,2.8)s=3.16 n=3 c=26","(8.4,0.9)c40|(9.2,0.7)c21|(9.1,1.3)c24|(8.9,1.6)c28|(9.1,1.1)c26|(9.2,1.9)c18|(9.3,2.1)c12|(8.8,2.0)c29|(8.3,2.1)c40|(9.0,2.3)c19|(9.0,2.2)c22|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c40|(9.2,1.9)c17|(8.8,2.5)c25|(8.8,2.4)c26|(8.4,2.4)c40|(8.5,2.4)c34|(6.5,1.5)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c29|(8.4,3.1)c10|(7.0,2.2)c40"
380,63.196,7.58,3.645,0.622,-0.1,-0.82,-0.02,0.2,0.82,COMMIT_RETURN,RIGHT,LEFT,9,true,26,24,3,6.80,1.64,5.00,5,40.0,6.46,1.000,3.89,4.20,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=5.00 n=5 c=40|#1(8.8,1.9)s=4.53 n=18 c=26|#2(8.5,2.9)s=1.90 n=1 c=24","(8.4,0.9)c40|(9.2,0.7)c16|(9.1,1.3)c19|(8.9,1.6)c23|(9.1,1.1)c21|(9.2,1.9)c13|(8.8,2.0)c24|(8.3,2.1)c40|(9.0,2.3)c14|(9.0,2.2)c17|(8.3,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c38|(9.2,1.9)c12|(8.8,2.5)c20|(8.8,2.4)c21|(8.4,2.4)c35|(8.5,2.4)c29|(6.5,1.6)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c24|(7.0,2.2)c40"
385,63.295,7.68,3.573,0.620,-0.0,-0.61,-0.02,-0.1,0.61,COMMIT_RETURN,RIGHT,LEFT,9,true,25,21,3,6.80,1.63,4.99,5,40.0,6.46,1.000,3.96,4.27,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=4.99 n=5 c=40|#1(8.9,1.3)s=4.70 n=6 c=20|#2(8.5,2.3)s=4.44 n=10 c=27","(8.4,0.9)c40|(9.2,0.7)c11|(9.1,1.3)c14|(8.9,1.6)c18|(9.1,1.1)c16|(8.8,2.0)c19|(8.3,2.1)c40|(9.0,2.2)c12|(8.2,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c33|(8.8,2.5)c15|(8.8,2.4)c16|(8.4,2.4)c30|(8.5,2.4)c24|(6.5,1.5)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c19|(7.0,2.2)c40"
390,63.395,7.78,3.522,0.618,-0.1,-0.43,-0.02,0.1,0.43,COMMIT_RETURN,RIGHT,LEFT,9,true,24,18,2,6.80,1.63,4.98,5,40.0,6.46,1.000,4.01,4.32,0,"",1.00,0.000,0.000,0.000,0.0,0,2,"behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=4.98 n=5 c=40|#1(8.6,2.1)s=4.46 n=13 c=23","(8.4,0.9)c40|(8.9,1.6)c13|(9.1,1.1)c11|(8.8,2.0)c14|(8.3,2.1)c40|(8.2,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c28|(8.8,2.5)c10|(8.8,2.4)c11|(8.4,2.4)c25|(8.5,2.4)c19|(6.5,1.5)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(8.5,2.9)c14|(7.0,2.2)c40"
395,63.495,7.88,3.486,0.617,-0.0,-0.28,-0.01,0.1,0.28,COMMIT_RETURN,RIGHT,LEFT,8,true,21,12,3,6.79,1.63,4.98,5,40.0,6.46,1.000,4.04,4.35,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=4.98 n=5 c=40|#1(8.3,2.2)s=4.50 n=6 c=29|#2(8.4,0.9)s=2.83 n=1 c=40","(8.4,0.9)c40|(8.3,2.1)c37|(8.2,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c23|(8.4,2.4)c20|(8.5,2.4)c14|(6.5,1.5)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c40|(7.0,2.2)c40"
400,63.595,7.98,3.467,0.616,-0.0,-0.09,-0.01,-0.0,0.09,COMMIT_RETURN,RIGHT,LEFT,7,true,17,11,3,6.79,1.63,4.97,5,40.0,6.46,1.000,4.06,4.37,0,"",1.00,0.000,0.000,0.000,0.0,0,3,"behind_progress|behind_progress|behind_progress",0,0.00,true,142,FuelCollection_DriverButton,,"#0(6.8,1.6)s=4.97 n=5 c=40|#1(8.3,2.2)s=4.51 n=5 c=29|#2(8.4,0.9)s=2.83 n=1 c=40","(8.4,0.9)c40|(8.3,2.1)c32|(8.2,2.0)c40|(6.8,1.2)c40|(8.5,1.9)c18|(8.4,2.4)c15|(6.5,1.6)c40|(6.8,1.6)c40|(6.9,1.5)c40|(8.1,2.5)c39|(7.0,2.2)c40"
400,63.595,7.98,3.467,0.616,-0.0,-0.09,-0.01,-0.0,0.09,COMMIT_RETURN,RIGHT,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COMPLETED",,
400,63.595,7.98,3.467,0.616,-0.0,-0.09,-0.01,-0.0,0.09,COMMIT_RETURN,RIGHT,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"STOPPED after 8.0s, 400 cycles",,
